"speaker","congress"
"Rainer Eppelmann","1996_hannover"
"Renate Hellwig","1996_hannover"
"Rita Gerdemann","1996_hannover"
"Rita Pawelski","1996_hannover"
"Rita Süssmuth","1996_hannover"
"Roland Koch","1996_hannover"
"Rudolf Seiters","1996_hannover"
"Rupert Scholz","1996_hannover"
"Thomas Hansen","1996_hannover"
"Ulf Fink","1996_hannover"
"Ulrich Daldrup","1996_hannover"
"Ulrich Nölle","1996_hannover"
"Uwe Greve","1996_hannover"
"Volker Rühe","1996_hannover"
"Wilhelm Hogrefe","1996_hannover"
"Winfried Pinger","1996_hannover"
"Wolfgang Nowak","1996_hannover"
"Wolfgang Schäuble","1996_hannover"
"Wolfgang Vogt","1996_hannover"
"Alexandru Herlea","1997_leipzig"
"Alfred Dregger","1997_leipzig"
"Angela Merkel","1997_leipzig"
"Angelika Valquartz","1997_leipzig"
"Annette Schavan","1997_leipzig"
"Arne Wulff","1997_leipzig"
"Axel Fischer","1997_leipzig"
"Axel Tantzen","1997_leipzig"
"Barbara Ahrons","1997_leipzig"
"Britta Schmitz-Hübsch","1997_leipzig"
"Carola Wulff","1997_leipzig"
"Christa Thoben","1997_leipzig"
"Christian Wulff","1997_leipzig"
"Christoph Bergner","1997_leipzig"
"Christoph Böhr","1997_leipzig"
"Claudia Nolte","1997_leipzig"
"Claus Jäger","1997_leipzig"
"Dieter Althaus","1997_leipzig"
"Dirk Notheis","1997_leipzig"
"Dore Dinkelmann-Miöhring","1997_leipzig"
"Eckhardt Rehberg","1997_leipzig"
"Editha Limbach","1997_leipzig"
"Ehrhart Neubert","1997_leipzig"
"Erhard Keppler","1997_leipzig"
"Erwin Teufel","1997_leipzig"
"Friedhelm Müller","1997_leipzig"
"Fritz Niedergesäß","1997_leipzig"
"Georg von Weichs","1997_leipzig"
"Günter Rinsche","1997_leipzig"
"Hans Geisler","1997_leipzig"
"Hans Maier","1997_leipzig"
"Hans-Achim Michna","1997_leipzig"
"Hans-Peter Liese","1997_leipzig"
"Hartmut Paul","1997_leipzig"
"Heiner Geißler","1997_leipzig"
"Helmut Eichenlaub","1997_leipzig"
"Helmut Kohl","1997_leipzig"
"Helmut Linssen","1997_leipzig"
"Herbert Reut","1997_leipzig"
"Hermann Schnipkoweit","1997_leipzig"
"Hermann-Josef Arentz","1997_leipzig"
"Hinrich Lehmann-Grube","1997_leipzig"
"Horst Faber","1997_leipzig"
"Hubert Hüppe","1997_leipzig"
"Hubertus Schmoldt","1997_leipzig"
"Inge Velte","1997_leipzig"
"Jan-Erik Schmidt-Behrends","1997_leipzig"
"Jean-Claude Juncker","1997_leipzig"
"Jean-Karen Gregory","1997_leipzig"
"Jens Bormann","1997_leipzig"
"Joachim Gauck","1997_leipzig"
"Joachim Lesser","1997_leipzig"
"Johanna Gräfin von Westphalen","1997_leipzig"
"Josef Isensee","1997_leipzig"
"Jürgen Schreier","1997_leipzig"
"Karl-Heinz Daehre","1997_leipzig"
"Klaus Escher","1997_leipzig"
"Klaus Töpfer","1997_leipzig"
"Kuno Winn","1997_leipzig"
"Kurt Biedenkopf","1997_leipzig"
"Kurt-Dieter Grill","1997_leipzig"
"Leo Lennartz","1997_leipzig"
"Manfred Kanther","1997_leipzig"
"Manfred Thiele","1997_leipzig"
"Martin Hüfner","1997_leipzig"
"Matthias Rößler","1997_leipzig"
"Matthias Wissmann","1997_leipzig"
"Meike Timm","1997_leipzig"
"Michael Hahn","1997_leipzig"
"Norbert Blüm","1997_leipzig"
"Norbert Kartmann","1997_leipzig"
"Oliver Nölken","1997_leipzig"
"Otto Wulff","1997_leipzig"
"Peter Altmaier","1997_leipzig"
"Peter Hintze","1997_leipzig"
"Peter Jensen-Nissen","1997_leipzig"
"Peter Jungen","1997_leipzig"
"Peter Kaminski","1997_leipzig"
"Peter Liese","1997_leipzig"
"Peter Müller","1997_leipzig"
"Peter Radunski","1997_leipzig"
"Peter Rauen","1997_leipzig"
"Peter Wagner","1997_leipzig"
"Rainer Eppelmann","1997_leipzig"
"Ralf Borttscheller","1997_leipzig"
"Ralf Wollziefer","1997_leipzig"
"Reiner Kunze","1997_leipzig"
"Rita Süssmuth","1997_leipzig"
"Roland Halang","1997_leipzig"
"Roland Koch","1997_leipzig"
"Rolf Kroker","1997_leipzig"
"Rupert Scholz","1997_leipzig"
"Siegfried Kauder","1997_leipzig"
"Sigrun Löwisch","1997_leipzig"
"Steffie Schnoor","1997_leipzig"
"Thomas Rachel","1997_leipzig"
"Thomas Schäuble","1997_leipzig"
"Urf Fink","1997_leipzig"
"Uwe Greve","1997_leipzig"
"Vera Lengsfeld","1997_leipzig"
"Volker Bandmann","1997_leipzig"
"Volker Schimpft","1997_leipzig"
"Wolfgang Freiherr von Stetten","1997_leipzig"
"Wolfgang Münch","1997_leipzig"
"Wolfgang Schäuble","1997_leipzig"
"Andreas Renner","1998_bonn"
"Angela Merkel","1998_bonn"
"Angelika Barbe","1998_bonn"
"Anne-Karin Glase","1998_bonn"
"Annette Schavan","1998_bonn"
"Arnold Vaatz","1998_bonn"
"Bernhard Vogel","1998_bonn"
"Brigitte Baumeister","1998_bonn"
"Christa Thoben","1998_bonn"
"Christian Wulff","1998_bonn"
"Christine Lieberknecht","1998_bonn"
"Claudia Nolte","1998_bonn"
"Claus Jäger","1998_bonn"
"Cornelia Yzer","1998_bonn"
"Eberhard Diepgen","1998_bonn"
"Eckhardt Rehberg","1998_bonn"
"Erika Steinbach","1998_bonn"
"Fabian Magerl","1998_bonn"
"Franz-Josef Jung","1998_bonn"
"Friedrich Merz","1998_bonn"
"Godelieve Quisthoudt-Rowohl","1998_bonn"
"Hans-Peter Repnik","1998_bonn"
"Heiner Geißler","1998_bonn"
"Helmut Kohl","1998_bonn"
"Helmut Linssen","1998_bonn"
"Hermann-Josef Arentz","1998_bonn"
"Hildegard Müller","1998_bonn"
"Jürgen Rüttgers","1998_bonn"
"Klaus Escher","1998_bonn"
"Lothar Hegemann","1998_bonn"
"Maria Böhmer","1998_bonn"
"Maria Michalk","1998_bonn"
"Marianne Rohde","1998_bonn"
"Martina Arndts-Haupt","1998_bonn"
"Ole von Beust","1998_bonn"
"Otti Geschka","1998_bonn"
"Otto Wulff","1998_bonn"
"Peter Hintze","1998_bonn"
"Peter Liese","1998_bonn"
"Peter Müller ","1998_bonn"
"Peter Rauen","1998_bonn"
"Rainer Eppelmann","1998_bonn"
"Reimer Böge","1998_bonn"
"Rita Pawelski","1998_bonn"
"Rita Süssmuth","1998_bonn"
"Roland Koch","1998_bonn"
"Thomas Leimbach","1998_bonn"
"Udo Kamperdick","1998_bonn"
"Uwe Lehmann-Brauns","1998_bonn"
"Veronika Bellmann","1998_bonn"
"Volker Rühe","1998_bonn"
"Wolfgang Schäuble","1998_bonn"
"Yvonne Kempen","1998_bonn"
"Andreas Trautvetter","1998_bremen"
"Angela Merkel","1998_bremen"
"Angelika Barbe","1998_bremen"
"Annette Widmann-Mauz","1998_bremen"
"Arnold Vaatz","1998_bremen"
"Beate Läsch-Weber","1998_bremen"
"Bernd Neumann","1998_bremen"
"Berndt Seite","1998_bremen"
"Bodo Henningsen","1998_bremen"
"Christa Thoben","1998_bremen"
"Christian Wulff","1998_bremen"
"Christoph Bergner","1998_bremen"
"Claudia Nolte","1998_bremen"
"Dieter Lorenz","1998_bremen"
"Fabian Magerl","1998_bremen"
"Fritz Hähle","1998_bremen"
"Günter Rinsche","1998_bremen"
"Hans-Ulrich Klose","1998_bremen"
"Harald Lastovka","1998_bremen"
"Helmut Kohl","1998_bremen"
"Ingmar Weitemeier","1998_bremen"
"Jan-Erik Schmidt-Behrends","1998_bremen"
"Jörg Schwäblein","1998_bremen"
"Karl von Wogau","1998_bremen"
"Karl-Heinz Daehre","1998_bremen"
"Karsten Knolle","1998_bremen"
"Kurt Biedenkopf","1998_bremen"
"Manfred Kanther","1998_bremen"
"Matthias Wissmann","1998_bremen"
"Norbert Blüm","1998_bremen"
"Peter Hintze","1998_bremen"
"Peter Jungen","1998_bremen"
"Peter Müller","1998_bremen"
"Peter Rauen","1998_bremen"
"Peter Wagner","1998_bremen"
"Ralf Borttscheller","1998_bremen"
"Renate Hellwig","1998_bremen"
"Roland Koch","1998_bremen"
"Ronald-Mike Neumeyer","1998_bremen"
"Thomas Auerbach","1998_bremen"
"Uwe Greve","1998_bremen"
"Volker Rühe","1998_bremen"
"Wolfgang Schäuble ","1998_bremen"
"Alfred Rathjen","1999_erfurt"
"Angela Merkel","1999_erfurt"
"Angelika Barbe","1999_erfurt"
"Annette Schavan","1999_erfurt"
"Annette Schwolen-Flümann","1999_erfurt"
"Bernhard Vogel","1999_erfurt"
"Bernhard Worms","1999_erfurt"
"Christa Thoben","1999_erfurt"
"Christian Nienhaus","1999_erfurt"
"Christian von Bötticher","1999_erfurt"
"Christoph Bergner","1999_erfurt"
"Christoph Konrad","1999_erfurt"
"Claudia Nolte","1999_erfurt"
"Diemut Theato","1999_erfurt"
"Dirk Notheis","1999_erfurt"
"Doris Pack","1999_erfurt"
"Eberhard Baumbusch","1999_erfurt"
"Eckhardt Rehberg","1999_erfurt"
"Edith Grupp","1999_erfurt"
"Editha Limbach","1999_erfurt"
"Elmar Brok","1999_erfurt"
"Erika Steinbach","1999_erfurt"
"Frank Michael Pietzsch","1999_erfurt"
"Friedbert Pflüger","1999_erfurt"
"Friedrich-Wilhelm Wehrmeyer","1999_erfurt"
"Fritz Niedergesäß","1999_erfurt"
"Georg Gölter","1999_erfurt"
"Georg Jarzembowski","1999_erfurt"
"Günter Rinsche","1999_erfurt"
"Hannelore Rönsch","1999_erfurt"
"Hans Geisler","1999_erfurt"
"Hans-Gert Pöttering","1999_erfurt"
"Hartmut Möllring","1999_erfurt"
"Hartmut Perschau","1999_erfurt"
"Heiner Geißler","1999_erfurt"
"Heinrich-Wilhelm Ronsöhr","1999_erfurt"
"Hildegard Müller","1999_erfurt"
"Hubert Hüppe","1999_erfurt"
"Johanna Gräfin von Westphalen","1999_erfurt"
"Jörg Schönbohm","1999_erfurt"
"Jürgen Rüttgers","1999_erfurt"
"Klaus Schüle","1999_erfurt"
"Maria Böhmer","1999_erfurt"
"Mario Voigt","1999_erfurt"
"Massoud Habibi","1999_erfurt"
"Norbert Blüm","1999_erfurt"
"Paul Breuer","1999_erfurt"
"Peter Götz","1999_erfurt"
"Peter Hintze","1999_erfurt"
"Peter Jungen","1999_erfurt"
"Peter Liese","1999_erfurt"
"Peter Müller","1999_erfurt"
"Peter Rauen","1999_erfurt"
"Rainer Eppelmann","1999_erfurt"
"Regina Trösch","1999_erfurt"
"Rita Süssmuth","1999_erfurt"
"Roland Koch","1999_erfurt"
"Roland Salchow","1999_erfurt"
"Rolf Berend","1999_erfurt"
"Rupert Neudeck","1999_erfurt"
"Rupert Scholz","1999_erfurt"
"Salvatore Russo","1999_erfurt"
"Siegfried Kauder","1999_erfurt"
"Thomas Mann","1999_erfurt"
"Ulrich Born","1999_erfurt"
"Uwe Lehmann-Brauns","1999_erfurt"
"Volker Bandmann","1999_erfurt"
"Volker Kauder","1999_erfurt"
"Volker Rühe","1999_erfurt"
"Volkmar Klein","1999_erfurt"
"Wolfgang Schäuble","1999_erfurt"
"Andreas Renner","2000_essen"
"Angela Merkel","2000_essen"
"Angelika Volquartz","2000_essen"
"Annette Schavan","2000_essen"
"Arnold Vaatz","2000_essen"
"Carsten Schwarz","2000_essen"
"Christa Thoben","2000_essen"
"Cornelia Alsheimer","2000_essen"
"Dagmar Schipanski","2000_essen"
"Dieter Althaus","2000_essen"
"Dirk Notheis","2000_essen"
"Eberhard Baumbusch","2000_essen"
"Eckhardt Rehberg","2000_essen"
"Erika Steinbach","2000_essen"
"Erwin Teufel","2000_essen"
"Franz-Josef Jung","2000_essen"
"Friedbert Pflüger","2000_essen"
"Friedrich Merz","2000_essen"
"Fritz Niedergesäß","2000_essen"
"Georg Milbradt","2000_essen"
"Godelieve Quisthoudt-Rowohl","2000_essen"
"Hans Filbinger","2000_essen"
"Hans-Peter Repnik","2000_essen"
"Harald Noack","2000_essen"
"Helmut Linssen","2000_essen"
"Hermann-Josef Arentz","2000_essen"
"Hildegard Müller","2000_essen"
"Jörg Schönbohm","2000_essen"
"Jürgen Rüttgers","2000_essen"
"Karin Wolff","2000_essen"
"Karl-Josef Laumann","2000_essen"
"Katherina Reiche","2000_essen"
"Kurt Biedenkopf","2000_essen"
"Kurt-Dieter Grill","2000_essen"
"Laurenz Meyer","2000_essen"
"Maria Böhmer","2000_essen"
"Maria Michalk","2000_essen"
"Michael Borgis","2000_essen"
"Norbert Blüm","2000_essen"
"Ole von Beust","2000_essen"
"Otto Wulff","2000_essen"
"Peter Hintze","2000_essen"
"Peter Jungen","2000_essen"
"Peter Müller","2000_essen"
"Peter Rauen","2000_essen"
"Philipp Mißfelder","2000_essen"
"Rainer Bleiler","2000_essen"
"Rainer Eppelmann","2000_essen"
"Regina Görner","2000_essen"
"Roland Koch","2000_essen"
"Ruprecht Polenz","2000_essen"
"Stanislaw Tillich","2000_essen"
"Tanja Gönner","2000_essen"
"Thomas Leimbach","2000_essen"
"Thomas Stritzl","2000_essen"
"Uwe Lehmann-Brauns","2000_essen"
"Veronika Bellmann","2000_essen"
"Wolfgang Schäuble","2000_essen"
"Yvonne Kempen","2000_essen"
"Angela Merkel","2001_dresden"
"Annette Schavan","2001_dresden"
"Astrid Vockert","2001_dresden"
"Axel Knörig","2001_dresden"
"Christian Bäumler","2001_dresden"
"Christian Wulff","2001_dresden"
"Christoph Böhr","2001_dresden"
"Dieter Bischoff","2001_dresden"
"Friedbert Pflüger","2001_dresden"
"Friedrich Merz","2001_dresden"
"Fritz Niedergesäß","2001_dresden"
"Gerald Weiß","2001_dresden"
"Günter Nooke","2001_dresden"
"Hans-Gert Pöttering","2001_dresden"
"Hartmut Schauerte","2001_dresden"
"Heinrich Wilhelm Ronsöhr","2001_dresden"
"Hermann Schröer","2001_dresden"
"Hermann-Josef Arentz","2001_dresden"
"Hildegard Müller","2001_dresden"
"Hubert Hüppe","2001_dresden"
"Josef Holtvogt","2001_dresden"
"Jörg Schönbohm","2001_dresden"
"Jürgen Rüttgers","2001_dresden"
"Karl-Josef Laumann","2001_dresden"
"Kurt Biedenkopf","2001_dresden"
"Lars Kasischke","2001_dresden"
"Laurenz Meyer","2001_dresden"
"Leo Lennartz","2001_dresden"
"Manfred Carstens","2001_dresden"
"Maria Böhmer","2001_dresden"
"Norbert Blüm","2001_dresden"
"Ole von Beust","2001_dresden"
"Otto Wulff","2001_dresden"
"Peter Jungen","2001_dresden"
"Peter Liese","2001_dresden"
"Peter Müller","2001_dresden"
"Peter Rauen","2001_dresden"
"Reinhard Göhner","2001_dresden"
"Roland Koch","2001_dresden"
"Rupert Scholz","2001_dresden"
"Siegfried Kauder","2001_dresden"
"Thomas Heilmann","2001_dresden"
"Thomas Köster","2001_dresden"
"Volker Rühe","2001_dresden"
"Wolfgang Böhmer","2001_dresden"
"Angela Merkel","2002_frankfurt"
"Annette Schavan","2002_frankfurt"
"Barbara von Wnuk-Lipinski","2002_frankfurt"
"Christoph Stölzl","2002_frankfurt"
"Friedrich Merz","2002_frankfurt"
"Fritz Niedergesäß","2002_frankfurt"
"Hartmut Schauerte","2002_frankfurt"
"Hildegard Müller","2002_frankfurt"
"Hildigund Neubert","2002_frankfurt"
"Jörg Schönbohm","2002_frankfurt"
"Jürgen Rüttgers","2002_frankfurt"
"Katherina Reiche","2002_frankfurt"
"Laurenz Meyer","2002_frankfurt"
"Lothar Späth","2002_frankfurt"
"Peter Müller","2002_frankfurt"
"Reinhard Grindel","2002_frankfurt"
"Wolfgang Schäuble","2002_frankfurt"
"Andreas Renner","2002_hannover"
"Angela Merkel","2002_hannover"
"Angelika Volquartz","2002_hannover"
"Annette Schavan","2002_hannover"
"Arnold Vaatz","2002_hannover"
"Barbara von Wnuk-Lipinski","2002_hannover"
"Christian Wulff","2002_hannover"
"Christoph Böhr","2002_hannover"
"Christoph Stölzl","2002_hannover"
"Dagmar Schipanski","2002_hannover"
"Dieter Althaus","2002_hannover"
"Dirk Notheis","2002_hannover"
"Eckhardt Rehberg","2002_hannover"
"Elke Wülfing","2002_hannover"
"Erika Steinbach","2002_hannover"
"Franz-Josef Jung","2002_hannover"
"Friedbert Pflüger","2002_hannover"
"Friedrich Merz","2002_hannover"
"Godelieve Quisthoudt-Rowohl","2002_hannover"
"Helmut Linssen","2002_hannover"
"Hendrik Wüst","2002_hannover"
"Hermann-Josef Arentz","2002_hannover"
"Hildegard Müller","2002_hannover"
"Jörg Schönbohm","2002_hannover"
"Jürgen Rüttgers","2002_hannover"
"Karin Wolff","2002_hannover"
"Karl-Josef Laumann","2002_hannover"
"Katherina Reiche","2002_hannover"
"Maria Böhmer","2002_hannover"
"Maria Michalk","2002_hannover"
"Massoud Habibi","2002_hannover"
"Matthias Wissmann","2002_hannover"
"Otto Wulff","2002_hannover"
"Peter Jacoby","2002_hannover"
"Peter Rauen","2002_hannover"
"Philipp Mißfelder","2002_hannover"
"Regina Görner","2002_hannover"
"Regina van Dinther","2002_hannover"
"Roland Koch","2002_hannover"
"Tanja Gönner","2002_hannover"
"Wolfgang Schäuble","2002_hannover"
"Andreas Storm","2003_leipzig"
"Angela Merkel","2003_leipzig"
"Annette Schavan","2003_leipzig"
"Annette Widmann-Mauz","2003_leipzig"
"Astrid Jantz","2003_leipzig"
"Barbara von Wnuk-Lipinski","2003_leipzig"
"Christian Wulff","2003_leipzig"
"Christoph Böhr","2003_leipzig"
"Dieter Althaus","2003_leipzig"
"Engelbert Rauen","2003_leipzig"
"Erwin Teufel","2003_leipzig"
"Eugen Abler","2003_leipzig"
"Eva Maria Welskop-Deffaa","2003_leipzig"
"Franz Josef Jung","2003_leipzig"
"Friedrich Merz","2003_leipzig"
"Georg Milbradt","2003_leipzig"
"Gerald Weiß","2003_leipzig"
"Günter Krings","2003_leipzig"
"Günther Schartz","2003_leipzig"
"Hans Geisler","2003_leipzig"
"Hartmut Nassauer","2003_leipzig"
"Hartmut Schauerte","2003_leipzig"
"Henrik Bröckelmann","2003_leipzig"
"Hermann-Josef Arentz","2003_leipzig"
"Hildegard Müller","2003_leipzig"
"Ingrid Fischbach","2003_leipzig"
"Johannes Pöttering","2003_leipzig"
"Julia Klöckner","2003_leipzig"
"Jürgen Gansäuer","2003_leipzig"
"Jürgen Rüttgers","2003_leipzig"
"Karl-Josef Laumann","2003_leipzig"
"Kurt-Dieter Grill","2003_leipzig"
"Laurenz Meyer","2003_leipzig"
"Leo Lennartz","2003_leipzig"
"Maria Böhmer","2003_leipzig"
"Maria Flachsbarth","2003_leipzig"
"Markus Wolf","2003_leipzig"
"Michael Billen","2003_leipzig"
"Michael Meister","2003_leipzig"
"Norbert Barthle","2003_leipzig"
"Norbert Blüm","2003_leipzig"
"Norbert Lammert","2003_leipzig"
"Otto Wulff","2003_leipzig"
"Peter Jungen","2003_leipzig"
"Peter Müller","2003_leipzig"
"Peter Rauen","2003_leipzig"
"Peter-Harry Carstensen","2003_leipzig"
"Philipp Mißfelder","2003_leipzig"
"Regina Görner","2003_leipzig"
"Regina van Dinther","2003_leipzig"
"Reinhard Göhner","2003_leipzig"
"Roland Koch","2003_leipzig"
"Siegfried Kauder","2003_leipzig"
"Stephan Eisel","2003_leipzig"
"Tanja Gönner","2003_leipzig"
"Thomas Dörflinger","2003_leipzig"
"Thomas Rachel","2003_leipzig"
"Ursula von der Leyen","2003_leipzig"
"Uwe Schummer","2003_leipzig"
"Wendelin Wilhelm","2003_leipzig"
"Werner Jostmeier","2003_leipzig"
"Wolfgang Peiner","2003_leipzig"
"Andreas Renner ","2004_duesseldorf"
"Angela Merkel","2004_duesseldorf"
"Angelika Volquartz ","2004_duesseldorf"
"Arnold Vaatz","2004_duesseldorf"
"Barbara von Wnuk-Lipinski","2004_duesseldorf"
"Bernhard Vogel ","2004_duesseldorf"
"Christian Natterer ","2004_duesseldorf"
"Christoph Böhr ","2004_duesseldorf"
"Dagmar Schipanski","2004_duesseldorf"
"Dieter Althaus ","2004_duesseldorf"
"Dirk Fischer","2004_duesseldorf"
"Dorlies Last","2004_duesseldorf"
"Eckart von Klaeden","2004_duesseldorf"
"Elke Wülfing ","2004_duesseldorf"
"Elmar Brok ","2004_duesseldorf"
"Emine Demirbüken-Wegner ","2004_duesseldorf"
"Erika Steinbach","2004_duesseldorf"
"Eugen Abler","2004_duesseldorf"
"Franz Josef Jung ","2004_duesseldorf"
"Friedbert Pflüger ","2004_duesseldorf"
"Fritz Niedergesäß ","2004_duesseldorf"
"Georg Wacker","2004_duesseldorf"
"Gerald Weiß","2004_duesseldorf"
"Godelieve Quisthoudt-Rowohl ","2004_duesseldorf"
"Hans-Joachim Reck","2004_duesseldorf"
"Hendrik Wüst","2004_duesseldorf"
"Hermann-Josef Arentz","2004_duesseldorf"
"Hildegard Müller","2004_duesseldorf"
"Holger Rautschek","2004_duesseldorf"
"Jörg Schönbohm ","2004_duesseldorf"
"Jürgen Rüttgers","2004_duesseldorf"
"Jürgen Scharf","2004_duesseldorf"
"Karin Wolff ","2004_duesseldorf"
"Karl-Josef Laumann","2004_duesseldorf"
"Katherina Reiche ","2004_duesseldorf"
"Laurenz Meyer","2004_duesseldorf"
"Maria Böhmer","2004_duesseldorf"
"Maria Michalk","2004_duesseldorf"
"Massoud Habibi ","2004_duesseldorf"
"Matthias Wissmann","2004_duesseldorf"
"Norbert Barthle","2004_duesseldorf"
"Norbert Blüm","2004_duesseldorf"
"Norbert Röttgen ","2004_duesseldorf"
"Otto Wulff","2004_duesseldorf"
"Peter Jacoby","2004_duesseldorf"
"Peter Jungen","2004_duesseldorf"
"Peter Liese","2004_duesseldorf"
"Peter Paziorek","2004_duesseldorf"
"Peter Rauen ","2004_duesseldorf"
"Peter-Harry Carstensen ","2004_duesseldorf"
"Philipp Mißfelder","2004_duesseldorf"
"Rainer Wieland","2004_duesseldorf"
"Regina Görner ","2004_duesseldorf"
"Regina van Dinther","2004_duesseldorf"
"Roland Koch","2004_duesseldorf"
"Stefan Mappus ","2004_duesseldorf"
"Tanja Gönner","2004_duesseldorf"
"Ursula von der Leyen ","2004_duesseldorf"
"Wolfgang Peiner","2004_duesseldorf"
"Wolfgang Schäuble ","2004_duesseldorf"
"Angela Merkel","2005_dortmund"
"Christian Wulff","2005_dortmund"
"Dieter Althaus","2005_dortmund"
"Georg Milbradt","2005_dortmund"
"Günther H. Oettinger","2005_dortmund"
"Jürgen Rüttgers","2005_dortmund"
"Ole von Beust","2005_dortmund"
"Peter Müller","2005_dortmund"
"Peter-Harry Carstensen","2005_dortmund"
"Roland Koch","2005_dortmund"
"Volker Kauder","2005_dortmund"
"Wolfgang Böhmer","2005_dortmund"
"Andreas Renner","2006_dresden"
"Angela Merkel","2006_dresden"
"Annette Schavan","2006_dresden"
"Armin Laschet","2006_dresden"
"Arnold Vaatz","2006_dresden"
"Astrid Vockert","2006_dresden"
"Birgit Veidt","2006_dresden"
"Carla Neisse-Hommelsheim","2006_dresden"
"Christean Wagner","2006_dresden"
"Christian Baldauf","2006_dresden"
"Christian Wulff","2006_dresden"
"Dagmar Schipanski","2006_dresden"
"Detlef Gürth","2006_dresden"
"Dieter Althaus","2006_dresden"
"Elke Kreiser","2006_dresden"
"Elmar Brok","2006_dresden"
"Emine Demirbüken-Wegner","2006_dresden"
"Erika Steinbach","2006_dresden"
"Eugen Abler","2006_dresden"
"Eva Wybrands","2006_dresden"
"Franz Josef Jung","2006_dresden"
"Friedbert Pflüger","2006_dresden"
"Friedhelm Koch","2006_dresden"
"Gerald Weiß","2006_dresden"
"Godelieve Quisthoudt-Rowohl","2006_dresden"
"Günther H. Oettinger","2006_dresden"
"Hans-Gert Pöttering","2006_dresden"
"Hartmut Schauerte","2006_dresden"
"Hedwig von Beverfoerde","2006_dresden"
"Helma Orosz ","2006_dresden"
"Hildegard Müller","2006_dresden"
"Ingrid Sehrbrock","2006_dresden"
"Josef Hecken","2006_dresden"
"Josef Schlarmann","2006_dresden"
"Jörg Schönbohm","2006_dresden"
"Jürgen Rüttgers","2006_dresden"
"Jürgen Seidel","2006_dresden"
"Karin Wolff","2006_dresden"
"Karl-Josef Laumann","2006_dresden"
"Katherina Reiche","2006_dresden"
"Kuno Winn","2006_dresden"
"Manfred Carstens","2006_dresden"
"Marcel Philipp","2006_dresden"
"Maria Böhmer","2006_dresden"
"Maria Michalk","2006_dresden"
"Matthias Wissmann","2006_dresden"
"Michael Fuchs","2006_dresden"
"Ole von Beust","2006_dresden"
"Otto Wulff","2006_dresden"
"Peter Hintze","2006_dresden"
"Peter Jacoby","2006_dresden"
"Peter Jungen","2006_dresden"
"Peter Müller","2006_dresden"
"Rainer Bleiler","2006_dresden"
"Regina Görner","2006_dresden"
"Regina van Dinther","2006_dresden"
"Roland Koch","2006_dresden"
"Ronald Pofalla","2006_dresden"
"Silke Lautenschläger","2006_dresden"
"Tanja Gönner","2006_dresden"
"Thomas Röwekamp","2006_dresden"
"Tim Küsters","2006_dresden"
"Ursula Heinen","2006_dresden"
"Ursula von der Leyen","2006_dresden"
"Uwe Lehmann-Brauns","2006_dresden"
"Volker Kauder","2006_dresden"
"Wolfgang Schäuble","2006_dresden"
"Angela Merkel","2007_hannover"
"Annette Schavan","2007_hannover"
"Annette Widmann-Mauz","2007_hannover"
"Armin Laschet","2007_hannover"
"Bernhard Vogel","2007_hannover"
"Birgit Schnieber-Jastram","2007_hannover"
"Christian Baldauf","2007_hannover"
"Christian Bäumler","2007_hannover"
"Dieter Althaus","2007_hannover"
"Elisabeth Winkelmeier-Becker","2007_hannover"
"Elmar Brok","2007_hannover"
"Engelbert Rauen","2007_hannover"
"Eugen Abler","2007_hannover"
"Franz-Josef Jung","2007_hannover"
"Friedbert Pflüger","2007_hannover"
"Friedhelm Koch","2007_hannover"
"Fritz Niedergesäß","2007_hannover"
"Georg von Weichs","2007_hannover"
"Gerald Weiß","2007_hannover"
"Gerd Meyer","2007_hannover"
"Günther Oettinger","2007_hannover"
"Hartmut Schauerte","2007_hannover"
"Ilse Falk","2007_hannover"
"Inge Gräle","2007_hannover"
"Ingrid Fischbach","2007_hannover"
"Jochen Richter","2007_hannover"
"Jochen-Konrad Fromme","2007_hannover"
"Josef Schlarmann","2007_hannover"
"Julia Klöckner","2007_hannover"
"Jörg Röder","2007_hannover"
"Jürgen Seidel","2007_hannover"
"Karl Schiewerling","2007_hannover"
"Karl-Josef Laumann","2007_hannover"
"Katharina Merklein","2007_hannover"
"Klaus Zeh","2007_hannover"
"Klaus-Heiner Lehne","2007_hannover"
"Kristina Schröder","2007_hannover"
"Maria Böhmer","2007_hannover"
"Matthias Kutsch","2007_hannover"
"Matthias Röler","2007_hannover"
"Michael Boddenberg","2007_hannover"
"Michael Fuchs","2007_hannover"
"Michael Panse","2007_hannover"
"Peter Hintze","2007_hannover"
"Peter Müller","2007_hannover"
"Peter Weiß","2007_hannover"
"Regina Görner","2007_hannover"
"Regina van Dinther","2007_hannover"
"Roland Koch","2007_hannover"
"Roland Rack","2007_hannover"
"Ronald Pofalla","2007_hannover"
"Stefanie Vogelsang","2007_hannover"
"Steffen Flath","2007_hannover"
"Thomas Mann","2007_hannover"
"Thomas Rachel","2007_hannover"
"Ursula von der Leyen","2007_hannover"
"Uwe Lehmann-Brauns","2007_hannover"
"Volker Kauder","2007_hannover"
"Wilfried Martens","2007_hannover"
"Albert Rathjen","2008_stuttgart"
"Andreas Jung","2008_stuttgart"
"Angela Merkel","2008_stuttgart"
"Annette Schavan","2008_stuttgart"
"Axel Bernstein","2008_stuttgart"
"Christa Thoben","2008_stuttgart"
"Christian Baldauf","2008_stuttgart"
"Christian Wulff","2008_stuttgart"
"Christian von Boetticher","2008_stuttgart"
